source_sentence	target_sentence
Learn how to change them.	Humpito no ɗum waylirtee.
Learn how to check if multiprocess is enabled	Humpito hol no hoolkisortee keewal silsilaaji koko hurminaa
Learn how to collaborate online	Janngu hol no ngollondirteɗaa e geese
Learn how to make Firefox even smarter, faster and more secure.	Humpito hol no mbattirtaa Firefox ɓurɗo ƴoƴde, ɓurɗo yaawde e ɓurɗo hisde.
Learn how to manage extension settings	Humpito hol no toppitortoɗaa teelte timmitte
Learn how to remix content to create something new	Humpito hol no jillondirtaa kadi loowdi ngam sosde huunde hesere
Learn how to request it here!	Ƴeew ɗoo no ngal ɗaɓɓitirtee!
Learn how to see what passwords Firefox is storing for you.	Humpito no yiyretee finndeeji ɗi Firefox mooftan-maa.
Learn more	Jokku Taro
Learn more	Jokku taro
Learn more	Ɓeydi Humpito
Learn more	Ɓeydu Humpito
Learn more	Ɓeydu humpito
Learn more about 	Ɓeydu humpito baɗte
"Learn more about <a data-l10n-name=""learn-more"">Private Browsing</a>."	"Ɓeydu humpito baɗte<a data-l10n-name=""learn-more"">Banngagol Keeringol</a>."
Learn more about CSS Grid	Ɓeydu humpito e ko faati e Tigilde CSS
Learn more about DRM…	Ɓeydu humpito baɗte DRM…
Learn more about DevTools	Ɓeydu humpito baɗte DevTools
Learn more about Firefox Accounts	Ɓeydu humpito baɗte Konte Firefox
Learn more about Firefox Accounts	Ɓeydu humpito e baɗte Konte Firefox
Learn more about Firefox developer tools	Ɓeydu humpito ko faati e kuutorɗe topotooɓe Firefox
Learn more about JavaScript Debugger	Ɓeydu humpito ko yowitii e Momtirgel ella JavaScript
Learn more about Lockwise	Ɓeydu humpito baɗte Lockwise
Learn more about Memory Tools	Ɓeydu humpito ko yowitii e Kuutorɗe Teskorde
Learn more about Network Monitor	Ɓeydu humpito ko yowitii e Ɗowoowo Laylaytol
Learn more about Page Inspector	Ɓeydu humpito e ko faati e Ƴeewtitoro Hello
Learn more about Performance Tools	Ɓeydu humpito baɗte Kuutorɗe Jaawgol golle
Learn more about Pocket	Ɓeydu humpito baɗte Pocket
Learn more about Responsive Design View	Ɓeydu humpito baɗte Yiyngo Ŋeñto Nootorol
Learn more about Scratchpad	Ɓeydu humpito ko yowitii e Siiforde
Learn more about Storage Panel	Ɓeydu humpito ko yowitii e Alluwel Mooftirde
Learn more about Style Editor	Ɓeydu humpito ko yowitii e Taƴtorde Panni
Learn more about Sync.	Ɓeydu humpito baɗte Sync.
Learn more about Test Pilot	Ɓeydu humpito baɗte Pilot Ƴeewndoro
Learn more about Visual Editing	Ɓeydu humpito baɗte Taƴtogol Jiytol
Learn more about Web Audio Editor	Ɓeydu humpito ko yowitii e Taƴtorde Ojoo Geese
Learn more about Web Console	Ɓeydu humpito ko yowitii e Ginorde Geese
Learn more about add-ons	Ɓeydu humpito e ɓeyditte
Learn more about deceptive sites and phishing at <a data-l10n-name='learn_more_link'>www.antiphishing.org</a>. Learn more about { -brand-short-name }’s Phishing and Malware Protection at <a data-l10n-name='firefox_support'>support.mozilla.org</a>.	Ɓeydu humpito baɗte lowe puuntooje e ko bonnata ɗo <a data-l10n-name='learn_more_link'>www.antiphishing.org</a>. Ɓeydu humpito baɗte { -brand-short-name } jogaade Mbonnanteere e Ndeenka Mbonnanteeri ɗo <a data-l10n-name='firefox_support'>support.mozilla.org</a>.
Learn more about filtering	Ɓeydu humpito e ciiwtugol
Learn more about harmful and unwanted software at <a data-l10n-name='learn_more_link'>Unwanted Software Policy</a>. Learn more about { -brand-short-name }’s Phishing and Malware Protection at <a data-l10n-name='firefox_support'>support.mozilla.org</a>.	Ɓeydu humpito baɗte topirɗe bonɗe añaaɗe ɗo <a data-l10n-name='learn_more_link'>Dawrugol Topirɗe Añaaɗe </a>. Ɓeydu humpito baɗte { -brand-short-name } jogaade mbonnanteeri e Ndeenka Mbonnanteeri ɗo <a data-l10n-name='firefox_support'>support.mozilla.org</a>.
Learn more about harmful web content including viruses and other malware and how to protect your computer at <a data-l10n-name='learn_more_link'>StopBadware.org</a>. Learn more about { -brand-short-name }’s Phishing and Malware Protection at <a data-l10n-name='firefox_support'>support.mozilla.org</a>.	Ɓeydu humpitobaɗte lowdi geese mbonnoori kañum e mborocce e mbonnanteeri ngoɗndi e hol no ndeenirtaa ordinateer maa ɗo <a data-l10n-name='learn_more_link'>StopBadware.org</a>. Ɗeydu humpito baɗte { -brand-short-name } jogaade mbonnanteeri e Ndeenka Mbonnanteeri ɗo <a data-l10n-name='firefox_support'>support.mozilla.org</a>.
Learn more about how to protect yourself online	Ɓeydu humpito ko yowitii e reende hoore maa e geese
Learn more about joining Firefox	Ɓeydu humpito baɗte tawtugol e Firefox
Learn more about joining { -brand-name-firefox }	Ɓeydu humpito baɗte tawtugol e { -brand-name-firefox }
Learn more about our efforts to help keep you safe online.	Ɓeydu humpito baɗte darnde amen e wallude ma hisde e geese.
Learn more about performance analysis	Ɓeydu humpito wonande juumtugol ƴeewto
Learn more about permissions	Ɓeydu humpito baɗte jamirooje
Learn more about reporting extensions and themes	Ɓeydu humpito baɗte Jaŋtol timmitte e ciŋkooje
Learn more about status code	Ɓeydu humpito e ngonka kod
Learn more about the benefits.	Ɓeydu humpito baɗte ɓure ɗee.
Learn more about timings	Ɓeydu humpito e ɓeto sahaa
Learn more about why your platform doesn't support {{clientShortname}}	Ɓeydu humpito baɗte ko haɗi dinndeere maa jaaɓdude e {{clientShortname}}
Learn more about { -brand-name-devtools }	Ɓeydu humpito baɗte { -brand-name-devtools }
Learn more about { -brand-name-lockwise }	Ɓeydu humpito baɗte { -brand-name-lockwise }
Learn more about { -brand-name-pocket }	Ɓeydu humpito baɗte { -brand-name-pocket }
Learn more about { -brand-short-name }’s Phishing and Malware Protection at <a data-l10n-name='firefox_support'>support.mozilla.org</a>.	Ɓeydu humpito baɗte { -brand-short-name } jogaade Mbonnanteeri e Ndeenka Mbonnanteeri ɗo <a data-l10n-name='firefox_support'>support.mozilla.org </a>.
Learn more about {{clientShortname}} »	Ɓeydu humpito baɗte {{clientShortname}} »
Learn more about…	Ɓeydu humpito e ko yowitii e…
Learn more.	Ɓeydu humpito.
Learn more…	Ɓeydu humpito…
Learn new things	Humpito geɗe kese
Learn the Web: Mozilla Webmaker	Ekko geese: Mozilla Webmaker
Learn More	Jokku taro
Leave	Yaltu
Leave Page	Yaltu Hello
Leave a Review	Naatnu Korndol
Leave a message for {contributor}:	Woppan ɗoo {contributor} konngol:
Leave a message for {rest} and {last}:	Woppan ɗoo {rest} e {last} konngol:
"Leave no trace with <a href=""%s"">Private Browsing mode</a>. When you close out, your history and cookies are deleted."	"Hoto woppu ɓarakke e <a href=""%s"">mbaydi banngogol suturo</a>. So aa seŋtiima, aslol maa kam e kuukiije momtaama."
"Leave no trace with <a href=""{ $url }"">Private Browsing mode</a>. When you close out, your history and cookies are deleted."	"Hoto woppu ɓarakke e <a href=""{ $url }"">mbaydi banngogol suturo</a>. So aa seŋtiima, aslol maa kam e kuukiije momtaama."
Leaving now means you'll lose your progress	Yaltude jooni firti ko maa waas taabagol maa
Leaving now means you’ll lose your changes	Goppugol jooni firti ko a waasat bayle maa
Lebanon	Lubnaan
Left	Nano
Left Arrow	Laañal Nano
Left footer	Yaɓɓorde nano
Left header	Tiitoore nano
Left-align Viewport	Fotndir nano henorde ɗisirde
Left:	Nano:
Legacy Extensions	Timmite gaadanteeje
Legacy browser support	Tammbol wanngorde aadanteere
Legal	Laawol
Legal Notices	Tintine Laawol
Legal Notices	Tintine laawol
Legitimate banks, stores, and other public sites will not ask you to do this.	Baŋke dewɗe laawol, bitikaaji e lowe peñcu goɗɗe naamnotaako-ma yo a waɗ ɗum.
Lesotho	Losoto
Less	Ustu
Less Information	Ustu Humpito
Less data, more savings	Keɓe seeɗa, dannduɗe keewɗe
Less memory usage than Chrome	Kañum ɓuri Chrome famɗude kuutorogol teskorde
Less memory usage than { -brand-name-chrome }	Kañum ɓuri { -brand-name-chrome } famɗude kuutorogol teskorde
Less than	Ko jaasi
Less than a day ago	Timmaani ñalawma ko waɗi
Less than a day remaining	Timmaani ñalawma ko heddii
Less than a day remaining	Timmaani ñalawma ko waɗi
Let Firefox save them for you. Then use Firefox Lockwise to safely access your passwords across all your apps, on all of your devices.	Accu Firefox danndan-maa ɗe. Ɗuum noon huuturo Firefox Lockwise ngam heɓde pinle maa e kisal e nder jaaɓnirɗe maa fof kadi e nder masiŋon maa fof.
Let us know which of the above you would be interested in and we’ll help you get started. It’s great to have you onboard!	Annin-min hol heen e ɗii fannuuji katojin-ɗaa kisa min mballu-maa fuɗɗaade. Jeyeede-ma e golle ɗee ko huunde mande ɗo amen!
Let us know...	Tintin-min...
Let { -brand-name-firefox } do the rest.	Ɗal { -brand-name-firefox } waɗa ko heddii koo.
Let's Get Started	Puɗɗo-ɗen Ɗoo
Let's make Mozilla Support speak your language!	Mbaɗen haa Tammbol Mozilla haala ɗemngal maa!
Letter	Ɓataake
Let’s do this!	Mbaɗen ɗum ɗoo!
Let’s go!	Njehen!
Let’s start exploring everything you can do.	Puɗɗo-ɗen yiylaade kala ko mbaawɗaa waɗde.
Level 1 block list (Recommended).	Tolno 1 doggol daaƴol
Level 2 block list.	Tolno 2 doggol daaƴol
Level-up browser gameplay	Ɓeydu tolno fijo wanngorde
Liberia	Lineriyaa
Libpkix internal error occurred during cert validation.	Juurme ndernderde libpkix kewii tuma jaɓgol sartifikaa.
Libraries that we use	Deftorɗi ɗi min kuutortoo
Library	Deftordu
Library Versions	Jame Deftorli
LibriSpeech is a corpus of approximately 1000 hours of 16Khz read English speech derived from read audiobooks from the LibriVox project.	LibriSpeech ko ndoɓri ngigiindi hakke waktuuji 1000 haala Engeleere taraande ittaande e defte hito to eɓɓoore LibriVox toh.
Libya	Libi
License	Jamirol
License information	Humpito jamirol
License: <licenseLink>CC-0</licenseLink>	Jamirol <licenseLink>CC-0</licenseLink>
License: <licenseLink>{ $license }</licenseLink>	Jamirol <licenseLink>{ $license }</licenseLink>
Licensing Information	Humpito Jamirol
Licensing Information	Humpito yamiroore
Liechtenstein	Liechtenstein
Lifestyle	Nguurndam
Lifetime	Nguurndam
Light	Leeri
Light	Leernde
Light	Leerɗo
Light theme	Siŋkoore jalbunde
Lightbeam for Firefox	Kightbeam wonande Firefox
Lightweight	Tenndeendi kahindiindi
Ligurian	Ligurian
Limburgan	Limburgan
Limit cache to	Haaɗnu kaasol e
Limited data	Keɓe keertiiɗe
Limited data collection	Ƴettugol keɓe keertiiɗe
Limits	Keeri
Line %1$S, Col %2$S	Gorol %1$S, Darol %2$S
Line Height	Tooweeki diidol
Line height	Tooweeki diidol
Line not found	Gorol yiytaaka
Line:	Gorol:
Line: %S	Gorol: %S
Line: %S, Column: %S	Gorol: %S, Darol: %S
Line: {{line}}	Gorol: {{line}}
Lingala	Lingala
Lingala	Linngalaa
Link	Jokkol
Link Colors	Nooneeji Jokkol
Link Copied	Jokkol hoɓɓitaama
Link Copied	Jokkol nattaama
Link copied to clipboard	Jokkorde nattaama e ɗakkitorde
Link damaged	Jokkol bonii
Link target:	Tiindaare jokkol:
Link text:	Binndi jokkol:
Link to this post	Jokkol fayde e ndee winndannde
Link to this post.	Jokkol fayde e ndee winndannde.
Links	Jokke
Linux	Linux
List	Doggol
List All { $tabCount } Tabs	Doggol { $tabCount } Tabbe Fof
List all tabs	Waɗ doggol tabbe kala
List installed add-ons	Hollu ɓeyditte aafaaɗe
List items	Temre doggol
Listen	Heɗo
Listen-Queue	Doggol cabbiiɗe keɗagol
Listening	keɗogol
Listening for fetch events.	Keɗagol doondagol kewuuji
Listening on port %S	Heɗo e poor %S
Lists	Doggi
Lite	Lite
Lithuania	Lituanii
Lithuanian	Lithuanian
Lithuanian	Lituaniire
Live Bookmark feed failed to load.	Balol Maantore Tolbecce horiima loowaade.
Live Bookmark loading…	Maantore Tolbecce nana loowee…
Live Bookmarks	Maantore Tolbecce
Live GLSL shader language editor for WebGL	Tolbecce taƴtorde ɗemngal shader GLSL ngam WebGL
Live your life, Firefox isn’t watching. Choose what to share and when to share it.	Wuur nguurndam maa, Firefox wonaani e ndaarde ma. Labo ko lollintaa e nde lollintaa ɗum.
Live your life, { -brand-name-firefox } isn’t watching. Choose what to share and when to share it.	Wuur nguurndam maa, { -brand-name-firefox } wonaani e ndaarde ma. Labo ko lollintaa e nde lollintaa ɗum.
Load	Loow
Load Images	Loow Nate
Load PKCS#11 Device Driver	Loow PKCS#11 pilot kaɓirgel
Load Recording in New Tab	Loowto daɗndugol ngol e tabbere hesere
Load Temporary Add-on	Loow Jokkel ngel duumaaki
Load more	Loow goɗɗe
Load more…	Loow goɗɗum…
Load this bookmark in the sidebar	Loow ngol maantorol e palal sawndo
Loaded by extension: %S	Loowraa jokkel: %S
Loaded from disk	Loowraama beɗel
Loading	Ena loowa
Loading	Nana loowa
Loading FTP subresource within http(s) page not allowed (Blocked loading of: “%1$S”)	Loowgol keɓal leslesal FTP nder hello http(s) yamiraaka (loowgol: “%1$S” faddaama)
Loading Privacy Policy...	Nana loowa Dawirgol Suturo...
Loading failed for the <script> with source “%S”.	Loowgol <script> e sewnde “%S” gallii.
Loading failed for the module with source “%S”.	Loowgol ngol jaccii wonande wulnde waɗnde sewnde “%S”.
Loading insecure content within a plugin embedded in a secure connection is going to be removed.	Loowgol loowdi ndi hisnaaka nder jokkel naatnangel e ceŋol kisnangol maa momte.
Loading mixed (insecure) active content “%1$S” on a secure page	"Nana loowa loowdi jilɓundi (ndi hisaani) e hello hisngo ""%1$S"""
Loading mixed (insecure) display content “%1$S” on a secure page	"Nana loowa loowdi jaytinol jilɓundi (ndi hisaani) e hello hisngo ""%1$S"""
Loading...	Ena loowa...
Loading...	Nana loowa...
Loading\u2026	Nana loowa…
Loading…	Nana loowa…
Local	Local
Local Candidate	Kanndidaa Nokkuujo
Local Candidate	Local Candidate
Local Directory	Runngere Ɓadiinde
Local Favorite App	Jaaɓngal Nokkure Labangal
Local Favorite App	Jaaɓɗe Nokkuure Labaaɗe
Local File	Fiilde Nokkuure
Local SDP	Local SDP
Local SDP (Answer)	Local SDP (Jaabo)
Local SDP (Offer)	Local SDP (Rokku)
Local Storage	Mooftirde Nokkuure
Locale	Lokaalde
Locale	Nokkuwal
Locale Editors	Taƴtotooɓe Lokaalde
Locale Leaders	Ɗowooɓe Lokaalde
Locale Reviewers	Ƴeewtotooɓe Lokaalde
Locale:	Nokkuwal:
Locales	Lokaalde
Locales | Knowledge Base	Lokaale | Ruttorde Ganndal
Locality	Nokku
Localization	Nokkuɗinal
Localization Dashboard	Jiimtorɗe Nokkuɗinal
Localization Percentage	Santaas Nokkiɗinal
Localization Team	Goomu Nokkuɗinal
Localize	Nokkuɗin
Localize the web.	Nokkuɗin geese ɗee.
Localized	Nokkuɗinaama
Locate a lost phone, lock it or even erase it remotely.	Yiytu cinndel majjungel, sok ngel walla nih momtu ngel e yolnde.
Locating device...	Nana yiyloo kaɓirgol...
Location	Nokku
Location	Nokkuure
Location Aware Browsing: 	Peeragol Ganndungol Nokkuure: 
Location Bar	Palal Nokkuure
Location-Aware Browsing is now disabled	Peeragol Ganndungol Nokkuure jooni daaƴaama
Location:	Nokkuure:
Location: %S	Nokkuure: %S
Lock	Sok
Lock Device	Sok Kaɓirgol
Lock this question	Daaƴ ngal naamnal
Lock this thread	Daaƴ ndee yeewtere
Locked	Cokaaɗo
Lockwise	Lockwise
Lockwise Android	Lockwise Android
Lockwise desktop	Ordinateer Lockwise
Lockwise iOS	Lockwise iOS
Lockwise will let you know if your saved logins have been part of a corporate data breach, so you can change them asap.	Lockwise ma anndine so tawii ceŋorɗe maa danndaaɗe njeyanooma e ciigol keɓe gollorɗe, mbela mbaawaa waylude ɗe ko yaajtii.
Lockwise will recommend new, strong passwords whenever you set up a new login.	Lockwise maa wasiyo pinle kese tiiɗɗe kala nde cosɗaa seŋorde hesere.
Log	Jaaynde
Log	Jaayndeeji
Log In	Seŋo
Log In / Register	Seŋo / Windito
Log In / Sign Up	Seŋo/ Winndito
Log In / Sign Up with { $company } email	Seŋo/ winndito e { $company } iimeel
Log JavaScript exceptions	Logo paltooje JavaScript
Log Out	Seŋto
Log in	Seŋo
Log in or sign up to get started	Seŋo walla winndito ngam fuɗɗaade
Log in to network	Seŋo e laylaytol hee
Log in to start sharing	Seŋo ngam puɗɗoɗaa lollinde
Log in, so you can respond to your question when it is answered:	Seŋo, ngam jaabtaade so naamnal maa heɓii jaabawol:
Log install process	Logagol aafgol ngol
Log messages sent to the window.console object	Logo ɓatakuuje neldaaɗe to piiyol window.console
Log network access	Logo naatgol laylaytol
Logged In	Seŋiima
Logged in and connected!	Seŋiima kadi sentiima!
Logged in!	Seŋiima!
Logging	Ceŋorɗe
Logging in With Facebook on Other Sites	Ceŋorogol Facebook e lowe goɗɗe
Logging in...	Nana seŋoo...
Logging out	Nana seŋtoo
Login Identity	Heftinirde seŋorde
Login Problems?	Caɗeele ceŋagol?
Login already exists	Ndee innde ena ngoodi kisa
Login attempt cancelled	Etogol seŋaade haaytii
Logins	Ceŋorɗe
Logins & Passwords	Ceŋorɗe & Pinle
Logins & Passwords	Ceŋorɗe e pinle
Logins and Passwords	Ceŋorɗe & Pinle
Logins and credentials you save using &brandShortName; will show up here.	Ceŋorɗe e coktorɗe ɗe ndanndataa huutoraade &brandShortName; maa kollire ɗoo.
Logins and passwords	Ceŋorɗe e pinle
Logins and passwords that are not saved will be shown here.	Ceŋorɗe e pinle ɗe ndanndaaka maa kollire ɗoo.
Logins and passwords will not be saved for these sites.	Ceŋorɗe e pinle ndanndetaake ngam ɗee lowe.
Logins entered here could be compromised. %1$S	Ceŋe naatnaaɗe ɗoo ina mbaawi waaseede. %1$S
Logins entered on this page could be compromised.	Ceŋorɗe naatnaaɗe e ngoo hello ena mbawi jaayeede.
Logins for the following sites are stored on your computer	Ceŋe e ɗee lowe garooje koko daɗndetee e ordinateer maa
Logins for the following sites are stored on your computer:	Inɗe ɗee lowe ko danndaaɗe e ordinateer maa:
Logins for the following websites will not be saved	Baccooje e ɗeeɗoo lowe ndanndoytaake
Logins matching search query	Ceŋorɗe jahdooje e ɗaɓɓitannde njiilaw
